female,gender_not_specified,male,not_cis,asexual,bi/pan/demi_sexual,heterosexual,homosexual,queer,income,casual_dating,non_romantic_relationship,serious_dating,basic_education,graduate,undergrad,rural_location,semi_urban_location,urban_location,air_zodiac_sign,earth_zodiac_sign,fire_zodiac_sign,water_zodiac_sign,age,bio_length,likes_received,emoji_usage_rate,message_sent_count
0,0,1,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,1,0,0,0,1,22,358,89,0.22,99
0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,43,321,30,0.22,55
0,0,0,1,0,0,0,1,0,2,0,1,0,1,0,0,0,0,1,0,0,0,1,37,210,165,0.43,34
1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,31,29,74,0.43,67
0,0,0,1,0,1,0,0,0,2,0,0,1,0,1,0,1,0,0,0,0,1,0,27,299,60,0.08,4
0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,52,240,144,0.15,89
0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,59,104,157,0.16,64
0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,20,420,96,0.08,96
0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,58,9,184,0.21,31
0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,54,242,26,0.39,33
0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,45,461,180,0.15,37
0,0,1,0,0,1,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,1,22,164,71,0.25,41
0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,20,346,165,0.24,67
0,1,0,0,0,0,1,0,0,2,1,0,0,0,1,0,1,0,0,0,0,1,0,24,57,65,0.28,40
1,0,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,1,0,1,0,0,26,328,82,0.37,63
0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,29,447,4,0.58,38
0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,39,395,45,0.32,75
1,0,0,0,0,0,0,1,0,2,0,1,0,0,1,0,0,0,1,0,1,0,0,21,134,155,0.41,69
0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,54,327,105,0.22,17
0,0,0,1,0,0,0,1,0,2,1,0,0,0,1,0,0,1,0,1,0,0,0,51,55,174,0.23,75
0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,56,311,157,0.13,62
0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,29,303,1,0.47,64
0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,52,483,90,0.08,32
1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,44,445,173,0.25,46
0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,45,298,23,0.07,24
0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,28,55,149,0.16,9
0,0,0,1,0,0,0,0,1,2,0,1,0,1,0,0,0,0,1,0,1,0,0,54,127,76,0.2,22
0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,1,1,0,0,0,0,1,0,43,160,24,0.31,34
0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,38,6,30,0.41,79
0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,54,8,33,0.25,23
0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,52,42,128,0.08,92
0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,50,311,174,0.73,57
0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,36,364,149,0.33,33
0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,50,193,192,0.26,54
0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,48,476,30,0.09,42
0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,25,327,184,0.14,29
0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,33,415,118,0.67,19
0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,28,458,97,0.55,64
0,0,0,1,0,0,1,0,0,2,0,1,0,0,0,1,0,1,0,0,0,1,0,45,378,20,0.43,0
0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,42,155,42,0.59,12
0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,22,62,25,0.5,2
0,1,0,0,0,0,0,1,0,2,1,0,0,0,1,0,0,0,1,0,0,1,0,26,244,110,0.41,74
0,0,0,1,0,0,0,1,0,2,0,0,1,0,0,1,0,1,0,0,0,0,1,22,322,34,0.33,91
0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,31,396,111,0.2,62
0,0,1,0,1,0,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,1,19,362,140,0.3,15
0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,19,2,188,0.16,10
0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,38,474,111,0.12,15
1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,36,488,102,0.24,72
0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,58,222,43,0.42,4
0,0,0,1,0,0,0,0,1,2,0,0,1,0,1,0,1,0,0,0,0,1,0,30,57,34,0.37,47
0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,1,0,0,1,0,1,0,0,57,379,198,0.34,62
0,1,0,0,0,1,0,0,0,2,0,1,0,1,0,0,0,0,1,0,0,0,1,57,95,152,0.27,81
0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,21,476,95,0.22,70
0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,50,153,194,0.14,18
0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,28,90,125,0.17,49
0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,27,161,31,0.23,57
0,0,1,0,0,1,0,0,0,2,0,1,0,0,1,0,0,1,0,0,1,0,0,46,75,9,0.25,63
0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,26,327,184,0.07,14
0,0,0,1,0,0,1,0,0,2,1,0,0,1,0,0,1,0,0,1,0,0,0,27,49,12,0.13,25
1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,42,451,105,0.49,54
0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,57,359,199,0.23,85
0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,32,400,14,0.58,95
0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,54,165,88,0.06,74
0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,55,274,195,0.21,50
0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,53,242,165,0.48,86
0,0,0,1,0,1,0,0,0,2,0,0,1,0,0,1,0,0,1,0,1,0,0,53,233,164,0.17,43
1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,28,449,183,0.06,6
0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,46,315,42,0.31,48
1,0,0,0,0,0,1,0,0,2,0,1,0,0,1,0,0,1,0,1,0,0,0,48,53,21,0.19,4
0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,27,123,85,0.17,76
0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,31,260,3,0.62,49
0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,1,0,0,1,0,18,285,183,0.16,97
0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,48,327,75,0.46,48
1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,45,162,11,0.45,30
0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,18,483,196,0.06,98
1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,52,331,147,0.46,62
0,0,0,1,0,0,0,1,0,2,0,1,0,0,0,1,1,0,0,0,0,0,1,21,37,157,0.23,99
0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,28,371,134,0.12,88
1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,41,483,141,0.39,96
0,0,0,1,0,0,0,1,0,2,0,0,1,1,0,0,0,1,0,0,0,1,0,18,95,6,0.24,98
0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,23,10,5,0.15,80
0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,32,166,126,0.36,26
1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,55,452,39,0.34,74
0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,23,430,101,0.44,76
0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,28,371,72,0.16,84
0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,50,493,9,0.34,76
0,0,0,1,0,0,0,1,0,2,1,0,0,0,1,0,1,0,0,1,0,0,0,22,121,57,0.23,46
0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,22,454,27,0.15,11
0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,40,491,200,0.39,41
0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,1,1,0,0,0,1,0,0,25,301,130,0.14,79
1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,52,245,156,0.67,75
0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,27,434,161,0.44,57
0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,45,426,152,0.37,51
1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,48,192,95,0.08,2
0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,43,360,110,0.2,93
0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,1,1,0,0,1,0,0,0,33,197,114,0.29,24
1,0,0,0,0,1,0,0,0,2,1,0,0,0,1,0,1,0,0,1,0,0,0,31,247,63,0.26,31
0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,44,310,63,0.34,88
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,30,356,93,0.24,57
0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,45,166,95,0.58,98
0,1,0,0,0,1,0,0,0,2,0,1,0,0,1,0,0,1,0,1,0,0,0,32,63,42,0.21,26
1,0,0,0,0,1,0,0,0,2,1,0,0,0,1,0,0,0,1,0,1,0,0,57,9,94,0.36,46
0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,39,470,134,0.2,30
0,0,0,1,0,1,0,0,0,2,0,0,1,1,0,0,1,0,0,1,0,0,0,20,209,55,0.37,86
1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,35,210,70,0.24,53
0,0,0,1,0,1,0,0,0,2,1,0,0,0,1,0,0,0,1,0,1,0,0,34,442,130,0.18,55
0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,44,96,173,0.52,62
0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,38,357,200,0.31,58
0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,1,0,0,1,0,1,0,0,42,411,199,0.33,64
0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,19,272,104,0.29,96
0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,39,464,164,0.58,23
0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,44,208,130,0.66,64
1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,43,327,53,0.35,46
0,0,1,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,1,1,0,0,0,32,26,114,0.38,12
0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,35,59,147,0.38,31
1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,54,218,11,0.31,73
0,0,0,1,0,1,0,0,0,2,0,1,0,1,0,0,0,0,1,0,1,0,0,39,201,189,0.59,7
0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,32,36,80,0.34,43
0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,29,450,99,0.34,62
0,0,0,1,0,1,0,0,0,2,0,1,0,0,1,0,1,0,0,1,0,0,0,40,308,77,0.14,93
1,0,0,0,0,0,1,0,0,2,0,1,0,1,0,0,0,0,1,0,0,1,0,27,21,79,0.24,73
1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,27,96,99,0.06,48
0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,46,328,9,0.15,36
0,0,0,1,0,0,0,1,0,2,0,0,1,1,0,0,0,1,0,0,0,1,0,20,15,108,0.09,3
1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,38,477,31,0.59,78
0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,22,447,94,0.28,42
0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,48,53,113,0.21,1
0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,1,50,48,178,0.25,67
0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,26,451,66,0.1,37
1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,34,155,99,0.34,72
0,0,0,1,0,0,0,1,0,2,1,0,0,0,1,0,0,0,1,0,0,0,1,19,120,153,0.74,10
0,1,0,0,1,0,0,0,0,2,0,1,0,0,1,0,0,1,0,0,0,1,0,47,375,138,0.35,22
0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,34,196,57,0.23,21
0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,52,206,77,0.53,0
0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,57,486,96,0.06,58
0,0,0,1,0,1,0,0,0,2,0,1,0,0,1,0,1,0,0,1,0,0,0,27,90,175,0.32,80
0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,26,207,172,0.1,71
0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,29,189,189,0.17,52
0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,35,130,0,0.4,74
0,0,0,1,0,1,0,0,0,2,1,0,0,0,1,0,0,1,0,0,0,0,1,32,401,70,0.22,0
0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,40,382,129,0.4,96
1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,56,262,183,0.15,59
0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,38,81,29,0.26,39
0,1,0,0,0,0,0,0,1,2,1,0,0,1,0,0,1,0,0,0,0,0,1,41,304,40,0.12,14
0,0,1,0,0,0,0,1,0,2,0,1,0,1,0,0,0,0,1,1,0,0,0,55,244,115,0.45,56
0,0,0,1,0,1,0,0,0,2,0,0,1,1,0,0,0,1,0,1,0,0,0,39,58,50,0.59,78
0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,38,439,33,0.33,7
0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,42,233,8,0.48,19
0,0,0,1,0,0,0,1,0,2,0,0,1,0,0,1,0,0,1,0,0,1,0,56,349,27,0.28,98
0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,1,0,1,0,0,1,0,0,52,108,161,0.54,58
0,0,0,1,0,1,0,0,0,2,1,0,0,0,1,0,0,1,0,0,1,0,0,42,467,139,0.25,50
0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,55,213,79,0.53,100
0,0,0,1,0,0,1,0,0,2,0,1,0,0,1,0,0,0,1,0,1,0,0,36,99,180,0.27,72
0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,51,299,187,0.21,92
0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,1,0,0,1,0,0,1,0,38,67,186,0.32,11
0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,29,327,7,0.1,16
1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,36,38,18,0.34,83
0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,38,212,71,0.63,61
0,1,0,0,0,0,0,1,0,2,0,0,1,0,1,0,1,0,0,1,0,0,0,50,427,64,0.09,14
0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,18,370,104,0.24,12
0,0,0,1,0,0,0,1,0,2,0,1,0,0,1,0,1,0,0,0,1,0,0,41,140,46,0.42,39
0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,43,352,197,0.18,87
0,0,0,1,0,0,0,0,1,2,0,1,0,0,1,0,1,0,0,0,0,1,0,57,266,14,0.06,39
1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,35,206,44,0.43,95
0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,45,231,156,0.25,77
0,0,0,1,0,1,0,0,0,2,0,1,0,1,0,0,1,0,0,0,1,0,0,42,335,133,0.38,56
1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,25,137,72,0.12,40
0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,30,399,174,0.09,40
1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,50,82,156,0.03,4
0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,29,26,143,0.27,37
1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,57,189,76,0.02,88
0,0,0,1,1,0,0,0,0,2,1,0,0,0,1,0,0,1,0,0,0,1,0,56,418,79,0.38,8
1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,54,370,86,0.42,18
0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,24,59,176,0.18,83
0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,39,176,197,0.63,16
1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,39,313,28,0.21,96
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,24,336,141,0.16,81
0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,34,426,46,0.14,3
0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,46,158,118,0.22,15
1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,44,496,107,0.17,47
1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,28,104,114,0.42,81
0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,24,492,184,0.18,80
0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,56,138,159,0.61,62
0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,56,139,198,0.1,95
0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,49,399,69,0.26,20
0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,38,242,200,0.26,28
0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,43,372,8,0.37,48
0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,46,175,163,0.27,82
1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,48,294,17,0.39,93
0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,1,1,0,0,0,1,0,0,59,437,84,0.33,84
1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,25,188,12,0.48,59
0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,24,182,198,0.42,60
0,0,0,1,0,0,0,1,0,2,1,0,0,1,0,0,0,0,1,0,0,0,1,20,108,63,0.37,37
0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,19,392,22,0.39,69
0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,48,119,182,0.48,0
0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,38,337,190,0.13,42
1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,22,156,116,0.27,79
0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,43,483,154,0.29,92
0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,28,482,25,0.15,42
0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,30,422,147,0.31,100
0,1,0,0,0,1,0,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0,1,20,474,0,0.22,23
0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,49,93,99,0.14,78
0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,41,194,163,0.13,84
0,0,0,1,0,1,0,0,0,2,0,0,1,0,0,1,0,0,1,1,0,0,0,39,256,105,0.54,52
0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,33,173,146,0.08,54
0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,20,6,100,0.27,89
0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,35,405,91,0.12,17
0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,56,279,1,0.18,99
0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,33,81,149,0.18,39
0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,20,173,176,0.19,88
0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,53,372,200,0.36,64
0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,56,167,161,0.23,80
0,1,0,0,0,1,0,0,0,2,0,0,1,0,0,1,0,0,1,0,0,1,0,39,77,171,0.69,23
0,1,0,0,0,0,0,1,0,2,0,0,1,0,0,1,1,0,0,0,0,0,1,59,359,42,0.59,6
0,0,0,1,0,0,0,1,0,2,0,1,0,0,1,0,0,0,1,0,1,0,0,49,222,90,0.04,83
1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,26,338,157,0.44,2
0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,40,206,129,0.39,70
0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,35,63,50,0.2,94
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,48,293,75,0.22,60
0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,53,198,34,0.34,97
0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,59,165,154,0.3,52
0,0,0,1,0,0,1,0,0,2,1,0,0,1,0,0,0,0,1,0,0,0,1,45,155,180,0.27,84
0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,52,459,195,0.73,51
0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,26,456,149,0.54,11
0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,22,236,144,0.37,69
0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,34,15,23,0.25,46
0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,21,435,11,0.46,25
0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,48,455,32,0.41,19
0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,47,253,149,0.51,38
0,0,1,0,0,0,0,0,1,2,0,1,0,1,0,0,0,1,0,0,0,0,1,36,357,50,0.41,68
0,0,0,1,0,1,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,1,0,37,495,154,0.23,19
0,0,0,1,0,1,0,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0,1,21,40,114,0.19,69
0,0,0,1,0,0,0,0,1,2,1,0,0,0,1,0,0,0,1,0,1,0,0,35,464,46,0.06,39
0,0,0,1,0,0,0,1,0,2,0,0,1,0,1,0,1,0,0,0,0,0,1,55,267,170,0.23,89
0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,20,431,195,0.32,70
0,0,0,1,0,0,0,1,0,2,1,0,0,0,1,0,0,0,1,0,0,1,0,49,262,75,0.55,67
0,0,0,1,0,0,0,1,0,2,0,1,0,0,1,0,1,0,0,0,0,0,1,53,124,45,0.43,14
0,1,0,0,0,1,0,0,0,2,0,1,0,1,0,0,0,1,0,0,1,0,0,23,359,129,0.5,85
